plant,nom d'équipement,ID Technique,Process,nom master data,emplacement ,Immo Number,numéro de série,"année 
(plaque signalitique)",commersialisation d'équipement ,commersialisation PDR ,age ,D(degradabilite ,HP ( heure de production ),HP coef,P pdr ( piece de rechange),"MT (deux facteur mttr et mtbf ) mttr : main time to repair , mtbf : main time between failure",T (technologie ,"Aging 
Result","Equipment
Staus",Physical status
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,02k2514,2002,NON,NON,23,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Besoin Upgrade
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,02K2513,2002,NON,NON,23,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Besoin Upgrade
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,02k2512,2002,NON,NON,23,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Besoin Upgrade
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,04k2749,2004,NON,NON,21,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,12A820,2012,NON,NON,13,0.4,3920,0.75,1,0,1,0.565,Moyen,Moyen
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,04j2724,2004,NON,NON,21,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,04k2749,2004,NON,NON,21,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,02A2335,2002,NON,NON,23,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Besoin Upgrade
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,08C3340,2008,NON,NON,17,0.7,3920,0.75,1,0,1,0.745,Alarmant,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,08L3517,2008,NON,NON,17,0.7,3920,0.75,1,0,1,0.745,Alarmant,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,07A3091,2006,NON,NON,19,0.7,3920,0.75,1,0,1,0.745,Alarmant,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,07A3106,2007,NON,NON,18,0.7,3920,0.75,1,0,1,0.745,Alarmant,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,11e689,2011,NON,NON,14,0.4,3920,0.75,1,0,1,0.565,Moyen,Moyen
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,08c3340,2008,NON,NON,17,0.7,3920,0.75,1,0,1,0.745,Alarmant,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,11h744,2011,NON,NON,14,0.4,3920,0.75,1,0,1,0.565,Moyen,Moyen
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,08d3371,2008,NON,NON,17,0.7,3920,0.75,1,0,1,0.745,Alarmant,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,04J2717,2004,NON,NON,21,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Besoin Upgrade
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,08h3442,2008,NON,NON,17,0.7,3920,0.75,1,0,1,0.745,Alarmant,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,07A3077,2006,NON,NON,19,0.7,3920,0.75,1,0,1,0.745,Alarmant,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,08k3503,2008,NON,NON,17,0.7,3920,0.75,1,0,1,0.745,Alarmant,Alarmant
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,04K2744,2004,NON,NON,21,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Besoin Upgrade
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,11H738,2011,NON,NON,14,0.4,3920,0.75,1,0,1,0.565,Moyen,Moyen
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,07A3091,2006,NON,NON,19,0.7,3920,0.75,1,0,1,0.745,Alarmant,Besoin Upgrade
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,CRX1CE0090,2022,NON,NON,3,0,3920,0.75,1,0,1,0.325,Bon,Bon
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,CRX1CE0089,2022,NON,NON,3,0,3920,0.75,1,0,1,0.325,Bon,Bon
MN,Raychem RBK-ILS-Processor MkII,ET00001156,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,,CRX1CE0088,2022,NON,NON,3,0,3920,0.75,1,0,1,0.325,Bon,Bon
MN,Raychem--RBK-X1 Heat Shrink Machine,ET00002844,Shrinking Machine Processor,Raychem--RBK-X1 Heat Shrink Machine,vkf,,CRX1CE0087,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Raychem--RBK-X1 Heat Shrink Machine,ET00002844,Shrinking Machine Processor,Raychem--RBK-X1 Heat Shrink Machine,vkf,,CRX1CE0091,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Raychem--RBK-X1 Heat Shrink Machine,ET00002844,Shrinking Machine Processor,Raychem--RBK-X1 Heat Shrink Machine,vkf,,30067340-001,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Raychem--RBK-X1 Heat Shrink Machine,ET00002844,Shrinking Machine Processor,Raychem--RBK-X1 Heat Shrink Machine,vkf,,4501,1999,OUI,OUI,26,1,3920,0.75,0,0,0,0.675,Alarmant,Alarmant
MN,Raychem--RBK-X1 Heat Shrink Machine,ET00002844,Shrinking Machine Processor,Raychem--RBK-X1 Heat Shrink Machine,vkf,,100013,2010,OUI,OUI,15,0.7,3920,0.75,0,0,0,0.495,Moyen,moyen
MN,Revolon--Telwin PCP 18,ET00001161,Soldering Machine Induction,Revolon--Telwin PCP 18,vkf,,0130859105-001,2022,,,3,0,3920,0.75,1,0,1,0.325,Bon,
MN,Revolon Telwin PCP 18,ET00001161,Soldering Machine Induction,Revolon--Telwin PCP 18,vkf,,30067340-001,2020,,,5,0,3920,0.75,1,0,1,0.325,Bon,
MN,Schleuniger SealCrimp 210 B,ET00001204,Stripper Sealer Machine,Schleuniger--SealCrimp 210 B,vkf,,795,2007,OUI,OUI,18,0.7,3920,0.75,0,0,0,0.495,Moyen,
MN,Schleuniger SealCrimp 210 B,ET00001204,Stripper Sealer Machine,Schleuniger--SealCrimp 210 B,vkf,,4.23146E+11,2018,OUI,OUI,7,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Schleuniger StripCrimp 750,ET00001210,Stripper Crimper,Schleuniger--StripCrimp 750,vkf,,795,2007,OUI,OUI,18,0.7,3920,0.75,0,0,0,0.495,Moyen,
MN,Schleuniger StripCrimp 750,ET00001210,Stripper Crimper,Schleuniger--StripCrimp 750,vkf,,788,2007,OUI,OUI,18,0.7,3920,0.75,0,0,0,0.495,Moyen,
MN,Schunk--DS20-GT,ET00001225,Ultrasonic Welding Machine,Schunk--DS20-GT,vkf,,983785-2,2011,OUI,NON,14,0.4,3920,0.75,1,0,0,0.515,Moyen,Besoin Upgrade
MN,Schunk--DS20-GT,ET00001225,Ultrasonic Welding Machine,Schunk--DS20-GT,vkf,,1078898,2012,OUI,NON,13,0.4,3920,0.75,1,0,0,0.515,Moyen,Besoin Upgrade
MN,Schunk--DS20-GT,ET00001225,Ultrasonic Welding Machine,Schunk--DS20-GT,vkf,,983785-1,2011,OUI,NON,14,0.4,3920,0.75,1,0,0,0.515,Moyen,Besoin Upgrade
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,630904-2,2006,NON,OUI,19,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,631439-1,2006,NON,OUI,19,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,631439-2,2006,NON,OUI,19,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,706797-1,2008,NON,OUI,17,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,7006797-2,2008,NON,OUI,17,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,714026,2010,NON,OUI,15,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,882122,2010,NON,OUI,15,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,1021058,2011,NON,OUI,14,0.4,3920,0.75,0,0,1,0.365,Bon,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,1069442,2011,NON,OUI,14,0.4,3920,0.75,0,0,1,0.365,Bon,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,1077230,2008,NON,OUI,17,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,1089499,2012,NON,OUI,13,0.4,3920,0.75,0,0,1,0.365,Bon,Bon
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,1121814,2012,NON,OUI,13,0.4,3920,0.75,0,0,1,0.365,Bon,Bon
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,1066423-2,2011,NON,OUI,14,0.4,3920,0.75,0,0,1,0.365,Bon,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,630810-1,2006,NON,OUI,19,0.7,3920,0.75,0,0,1,0.545,Moyen,Bon
MN,Schunk--Global-Splicer 40-Plus,ET00001386,Ultrasonic Welding Machine,Schunk--Global-Splicer 40-Plus,vkf,,630810-2,2006,OUI,OUI,19,0.7,3920,0.75,0,0,0,0.495,Moyen,moyen
MN,Schunk--Global-Splicer 40,ET00001227,Ultrasonic Welding Machine,Schunk--Global-Splicer 40,vkf,,630904-3,2006,NON,OUI,19,0.7,3920,0.75,0,0,1,0.545,Moyen,Bon
MN,Schunk--Minic II Plus Automatic PC,ET00001234,Ultrasonic Welding Machine,Schunk--Minic II Plus Automatic PC,vkf,,930634-1,1999,OUI,OUI,26,1,3920,0.75,0,0,0,0.675,Alarmant,Alarmant
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,606555,2007,NON,OUI,18,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,628072,2007,NON,OUI,18,0.7,3920,0.75,0,0,1,0.545,Moyen,moyen
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,1033324-2,2011,NON,OUI,14,0.4,3920,0.75,0,0,1,0.365,Bon,moyen
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,1103189-1,2012,NON,OUI,13,0.4,3920,0.75,0,0,1,0.365,Bon,Bon
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,6949,2011,NON,OUI,14,0.4,3920,0.75,0,0,1,0.365,Bon,moyen
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,6406,2011,NON,OUI,14,0.4,3920,0.75,0,0,1,0.365,Bon,moyen
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,1871306-2,2017,NON,OUI,8,0.4,3920,0.75,0,0,1,0.365,Bon,Bon
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,1871306-3,2017,NON,OUI,8,0.4,3920,0.75,0,0,1,0.365,Bon,Bon
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,1871306-1,2017,NON,OUI,8,0.4,3920,0.75,0,0,1,0.365,Bon,Bon
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,13998,2017,OUI,OUI,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2500698,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2505375,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2663724-2,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2663724-1,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2673556-3,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2673556-1,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2673556-2,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2695225-1,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2695225-2,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2853655-2,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2811340-1,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,975105,2011,OUI,OUI,14,0.4,3920,0.75,0,0,0,0.315,Bon,moyen
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,572325-2,2007,NON,OUI,18,0.7,3920,0.75,0,0,0,,,
MN,Schunk--Minic II Automatic PC,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,,1052775,2007,NON,OUI,18,0.7,3920,0.75,0,0,0,,,
MN,Schunk--Minic II Automatic PC,ET00001234,Ultrasonic Welding Machine,Schunk--Minic II Plus Automatic PC,vkf,,1052772-1,2011,NON,OUI,14,0.4,3920,0.75,0,0,0,,,
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2811340-2,2021,OUI,OUI,4,0,3920,0.75,0,0,0,,,
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,n°2826159-1,2021,OUI,OUI,4,0,3920,0.75,0,0,0,,,
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,n°2826159-2,2021,OUI,OUI,4,0,3920,0.75,0,0,0,,,
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2853655-1,2024,OUI,OUI,1,0,3920,0.75,0,0,0,,,
MN,Schunk--Minic VI Automatic PC,ET00001391,Ultrasonic Welding Machine,Schunk--Minic VI Automatic PC,vkf,,1052770,2011,NON,OUI,14,0.4,3920,0.75,0,0,0,,,
MN,Schunk--Minic VI Automatic PC,ET00001391,Ultrasonic Welding Machine,Schunk--Minic VI Automatic PC,vkf,,432692-2,2017,NON,OUI,8,0.4,3920,0.75,0,0,1,0.365,Bon,Bon
MN,Schunk--Minic VI Automatic PC,ET00001391,Ultrasonic Welding Machine,Schunk--Minic VI Automatic PC,vkf,,1122445,2012,NON,OUI,13,0.4,3920,0.75,0,0,1,0.365,Bon,Bon
MN,Schunk--Minic VI Automatic PC,ET00001391,Ultrasonic Welding Machine,Schunk--Minic VI Automatic PC,vkf,,6064,2011,NON,OUI,14,0.4,3920,0.75,0,0,1,0.365,Bon,moyen
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2871452,2024,NON,OUI,1,0,3920,0.75,0,0,1,0.125,Excellent,Bon
MN,Schunk--Minic III,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,,2892136,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,Bon
MN,Leister dryer ghilbi F,ET00001085,Shrinking Machine Processor,Leister--Dryer Ghilbi F,vkf,,188.02,2004,NON,NON,21,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Besoin Upgrade
MN,Leister dryer ghilbi F,ET00001085,Shrinking Machine Processor,Leister--Dryer Ghilbi F,vkf,,188.0158,2004,NON,NON,21,1,3920,0.75,1,0,1,0.925,Besoin Upgrade,Besoin Upgrade
MN,Leister dryer ghilbi F,ET00001085,Shrinking Machine Processor,Leister--Dryer Ghilbi F,vkf,,188.0401,2006,NON,NON,19,0.7,3920,0.75,1,0,1,0.745,Alarmant,Besoin Upgrade
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188.0295,2006,OUI,OUI,19,0.7,3920,0.75,0,0,0,0.495,Moyen,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188.0487,2007,OUI,OUI,18,0.7,3920,0.75,0,0,0,0.495,Moyen,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188.0534,2009,OUI,OUI,16,0.7,3920,0.75,0,0,0,0.495,Moyen,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188T.0006,2010,OUI,OUI,15,0.7,3920,0.75,0,0,0,0.495,Moyen,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188T.0031,2010,OUI,OUI,15,0.7,3920,0.75,0,0,0,0.495,Moyen,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188T.0077,2011,OUI,OUI,14,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188T.0204,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188T.0137,2012,OUI,OUI,13,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188T.0144,2012,OUI,OUI,13,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188.0016,2001,OUI,OUI,24,1,3920,0.75,0,0,0,0.675,Alarmant,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188T.0447,2016,OUI,OUI,9,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188T.0446,2016,OUI,OUI,9,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188.0401,2006,OUI,OUI,19,0.7,3920,0.75,0,0,0,0.495,Moyen,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188.0475,2017,OUI,OUI,8,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188T.0476,2017,OUI,OUI,8,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Komax BT288T,ET00001432,Twisting Machine,Komax--BT-288T,vkf,,288.439,2017,OUI,OUI,8,0.4,3920,0.75,0,0,0,0.315,Bon,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188.02,2004,OUI,OUI,21,1,3920,0.75,0,0,0,0.675,Alarmant,
MN,Komax BT188T,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,188.158,2004,OUI,OUI,21,1,3920,0.75,0,0,0,0.675,Alarmant,
MN,Flacara Electric--Soldering System Unisold 2000,ET00001026,Soldering Machine Induction,Flacara Electric--Soldering System Unisold 2000,vkf,,10/190610,2019,NON,OUI,6,0,3920,0.75,0,0,1,0.125,Excellent,
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.0341,1999,NON,NON,26,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.0342,1999,NON,NON,26,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.0347,1999,NON,NON,26,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.0383,2000,NON,NON,25,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.0384,2000,NON,NON,25,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.0657,2001,NON,NON,24,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.0667,2001,NON,NON,24,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.0679,2001,NON,NON,24,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.068,2001,NON,NON,24,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.0693,2001,NON,NON,24,1,5883,1,1,0,1,0.95,Besoin Upgrade,Besoin Upgrade
MN,alpha 433 s,ET00000222,Cutting Machine Wire < 6mm2,Komax--Alpha 433 S,coupe,,433.2055,2007,NON,NON,18,0.7,5883,1,1,0,1,0.77,Alarmant,Alarmant
MN,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,550.0174,2017,OUI,OUI,8,0.4,5883,1,0,0,0,0.34,Bon,Bon
MN,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,550.0175,2017,OUI,OUI,8,0.4,5883,1,0,0,0,0.34,Bon,Bon
MN,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,550.0243,2017,OUI,OUI,8,0.4,5883,1,0,0,0,0.34,Bon,Bon
MN,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,550.0244,2017,OUI,OUI,8,0.4,5883,1,0,0,0,0.34,Bon,Bon
MN,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,550.0312,2017,OUI,OUI,8,0.4,5883,1,0,0,0,0.34,Bon,Bon
MN,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,550.0313,2017,OUI,OUI,8,0.4,5883,1,0,0,0,0.34,Bon,Bon
MN,alpha 355 s ,ET00000199,Cutting Machine Wire < 6mm2,Komax--Alpha 355 S,coupe,,355.0873,2011,NON,OUI,14,0.4,5883,1,0,0,1,0.39,Bon,Bon
MN,alpha 355 s ,ET00000199,Cutting Machine Wire < 6mm2,Komax--Alpha 355 S,coupe,,355.1107,2012,NON,OUI,13,0.4,5883,1,0,0,1,0.39,Bon,Bon
MN,alpha 355 s ,ET00000199,Cutting Machine Wire < 6mm2,Komax--Alpha 355 S,coupe,,355.1144,2012,NON,OUI,13,0.4,5883,1,0,0,1,0.39,Bon,Bon
MN,alpha 488 s,ET00000209,Cutting Machine Wire < 6mm2,Komax--Alpha 488 S,coupe,,488S.1263,2017,NON,OUI,8,0.4,5883,1,0,0,1,0.39,Bon,Bon
